# time	signal	sigma
-3.651999896714386296e-06	4.305811983619395344e-05	1.817737188843967632e-03
-3.649999896770950158e-06	3.861703380154016632e-05	1.819047402737785681e-03
-3.647999896827514021e-06	3.721337432471618647e-05	1.820167913597387117e-03
-3.645999896884077884e-06	3.900282061780396478e-05	1.823805412841311441e-03
-3.643999896940641747e-06	4.005314646658952567e-05	1.825577272696889911e-03
-3.641999896997205610e-06	4.031112426919973546e-05	1.828335312521348587e-03
-3.639999897053769473e-06	4.170124706533737211e-05	1.829133366253115440e-03
-3.637999897110333336e-06	4.338855698279557734e-05	1.828893700114389261e-03
-3.635999897166897199e-06	4.609067681184001244e-05	1.827749762258853950e-03
-3.633999897223461062e-06	4.998346917869957965e-05	1.828676884086075831e-03
-3.631999897280024925e-06	5.533965396544742094e-05	1.829562315175333386e-03
-3.629999897336588788e-06	5.978015622875337723e-05	1.831433614125589724e-03
-3.627999897393152651e-06	6.322007134659172849e-05	1.830990386114338207e-03
-3.625999897449716514e-06	6.684592097794955778e-05	1.832883886517987270e-03
-3.623999897506280377e-06	6.938696828057529719e-05	1.832501533728201444e-03
-3.621999897562844239e-06	7.378037893955647947e-05	1.831039788304459487e-03
-3.619999897619408102e-06	7.581669281432162595e-05	1.828630476714823575e-03
-3.617999897675971965e-06	7.584604148368082142e-05	1.826651068892398829e-03
-3.615999897732535828e-06	7.522246466801956258e-05	1.826970764599471437e-03
-3.613999897789099691e-06	7.361469227883189249e-05	1.826699900806084010e-03
-3.611999897845663554e-06	6.979047933929776772e-05	1.825781271220707196e-03
-3.609999897902227417e-06	6.629519518560190831e-05	1.826594785775553743e-03
-3.607999897958791280e-06	6.198766743615793809e-05	1.825767309571151107e-03
-3.605999898015355143e-06	6.025864384389111603e-05	1.823896768449660222e-03
-3.603999898071919006e-06	5.781132793028666414e-05	1.819601229577254243e-03
-3.601999898128482869e-06	5.692364786689306467e-05	1.815136958160790690e-03
-3.599999898185046732e-06	5.639572110670203827e-05	1.815232385859968716e-03
-3.597999898241610595e-06	5.359368593190239646e-05	1.809617056706601997e-03
-3.595999898298174458e-06	5.026541754213784889e-05	1.806793617747517967e-03
-3.593999898354738320e-06	4.928877050553687558e-05	1.803163896508574613e-03
-3.591999898411302183e-06	4.714979541429746199e-05	1.800632917028285266e-03
-3.589999898467866046e-06	4.644631418331546789e-05	1.800107426234686227e-03
-3.587999898524429909e-06	4.587676721115374395e-05	1.798769282122653990e-03
-3.585999898580993772e-06	4.631840868339875397e-05	1.799905594605737558e-03
-3.583999898637557635e-06	4.590370228608502330e-05	1.801161532332785399e-03
-3.581999898694121498e-06	4.608866655719589612e-05	1.800670097087742234e-03
